publishDate,wordpressId,title,episodeNo
2010-08-18,2634,Faster Than Light | Jupiter@Nite | 8.18.10,?
2010-08-19,2644,Happy Potato Day! | Jupiter@Nite | 8.19.10,?
2010-08-23,2660,Inside Steve Jobs&#8217; Abandoned Mansion | Jupiter@Nite | 8.23.10,?
2010-08-24,2673,Super Car Tech | Jupiter@Nite | 8.24.10,?
2010-08-25,2679,Spying on the Spies that Spy on Us | Jupiter@Nite | 8.25.10,?
2010-08-26,2684,Movie Monster Madness | Jupiter@Nite | 8.26.10,?
2010-08-30,2698,Behind the Scenes of JB | Jupiter@Nite | 8.30.2010,?
2010-08-31,2714,Digital Brain Upgrade | Jupiter@Nite | 8.31.10,?
2010-09-01,2720,Cyber Addiction | Jupiter@Nite | 9.1.10,?
2010-09-02,2733,Con Survival Guide | Jupiter@Nite | 9.2.10,?
2010-09-07,2761,PAX Attax Report! | Jupiter@Nite | 9.7.10,?
2010-09-08,2781,A Firefly Future? | Jupiter@Nite | 9.8.10,?
2010-09-09,2785,Resident Evil Mold? | Jupiter@Nite | 9.9.10,?
2010-09-14,2802,Mario’s Birthday | Jupiter@Nite | 9.13.10,?
2010-09-14,2820,Social Media Evolves | Jupiter@Nite | 9.14.10,?
2010-09-16,2826,Jeremy’s Date Night | Jupiter@Nite | 9.16.10,?
2010-09-20,2844,Hidden Passageways | Jupiter@Nite | 9.20.10,?
2010-09-21,2855,Jupiter Boozefest! | Jupiter@Nite | 9.21.10,?
2010-09-22,2865,Spider Webs | Jupiter@Nite | 9.22.10,?
2010-09-23,2869,Hollywood Tech Fails | Jupiter@Nite | 9.23.10,?
2010-09-28,2886,UFOs are REAL | Jupiter@Nite | 9.28.10,?
2010-09-29,2892,Atomic Lighthouses | Jupiter@Nite | 9.29.10,?
2010-09-30,2900,Facebook &#038; Vampires | J@N | 9.30.10,?
2010-10-05,2923,Could Twitter Save Rome? | J@N | 10.5.10,?
2010-10-06,2927,Planet Zarmina | J@N | 10.6.10,?
2010-10-12,2955,Minecraft | J@N | 10.12.10,?
2010-10-13,2958,Chilean Mine Rescue | J@N | 10.13.10,?
2010-10-14,2965,Movie Villain Madness | J@N | 10.14.10,?
2010-10-19,2997,Hulu Outage | J@N | 10.19.10,?
2010-10-26,3018,Save the Hack (part 1) | J@N | 10.26.10,?
2010-10-27,3026,Save the Hack (pt 2) | J@N | 10.27.10,?
2010-10-28,3031,Save the Hack Halloween Special | J@N | 10.28.10,?
2010-11-02,3126,Prehistoric Fallout | 11.02.10 | J@N,?
2010-11-03,3166,How to Make a Podcast | J@N | 11.03.10,?
2010-11-04,3191,Batman Badassery | J@N | 11.04.10,?
2010-11-10,3316,Chris Has 11 Computers?! | J@N | 11.09.10,?
2010-11-10,3336,Minecraft Update | J@N | 11.10.10,?
2010-11-11,3356,Amazon vs. NAMBLA | J@N | 11.11.10,?
2010-11-16,3516,Don&#8217;t Touch My Junk | J@N | 11.16.10,?
2010-11-17,3546,The Sky Is Falling | J@N | 11.17.10,?
2010-11-18,3566,Harry Potter and the Nite of Jupiter | J@N | 11.18.10,?
2010-11-23,3706,Korea Strikes! | J@N | 11.23.10,?
2010-11-24,3726,Black Friday Looms | J@N | 11.24.10,?
2010-12-01,3797,The Internet Is Crazy | J@N | 11.30.10,?
2010-12-01,3833,BWAAAAAHM | J@N | 12.1.10,?
2010-12-03,3851,World Changing Fail | J@N | 12.2.10,?
2010-12-08,3947,Cataclysm | J@N | 12.7.10,?
2010-12-09,3957,Google’s Big Week | J@N | 12.8.10,?
2010-12-09,3973,Shop Like a Man | J@N | 12.9.10,?
2010-12-14,4086,Dick &#038; Fart Jokes | J@N | 12.14.10,?
2010-12-15,4106,Gawker Hacked | J@N  | 12.15.10,?
2010-12-20,4156,Fart &#038; Dick Jokes | J@N | 12.20.10,?
2010-12-22,4233,TRON Legacy Review | J@N | 12.21.10,?
2010-12-22,4286,Best Christmas Movies | J@N | 12.22.10,?
2010-12-23,4296,2011 Predictions | J@N | 12.23.10,?
2011-01-04,4428,The Bacon Diet | J@N | 1.4.11,?
2011-01-06,4453,CES Tablets Attack! | J@N | 1.5.11,?
2011-01-11,4553,Spandex and Crime | J@N | 1.11.11,?
2011-01-12,4566,Don&#8217;t Be Evil | J@N | 1.12.11,?
2011-01-13,4573,Year of the Hero | Jupiter@Nite | 1.13.11,?
2011-01-19,4632,Epic Snow | J@N | 1.18.11,?
2011-01-19,4646,Epic Rain | J@N | 1.19.11,?
2011-01-20,4653,Epic Wind | J@N | 1.20.11,?
2011-01-25,4858,Music Streaming Rocks | J@N | 1.25.11,?
2011-01-26,4902,Birthday Hair | J@N | 1.26.11,?
2011-01-27,4922,Wearable Gaming | J@N | 1.27.11,?
2011-02-01,5008,The AOL Way | J@N | 2.1.11,?
2011-02-02,5013,"Epic Snow, THE SEQUEL | J@N | 2.2.11",?
2011-02-03,5036,Future Television | J@N | 2.3.11,?
2011-02-08,5142,Spotlight on NASA | J@N | 2.8.11,?
2011-02-09,5172,Your Show | J@N | 2.9.11,?
2011-02-11,5211,Nerdy Side of Love | J@N | 2.10.11,?
2011-02-15,5322,What the&#8230; | J@N | 2.15.11,?
2011-02-16,5337,Old Games New Fun | J@N | 2.16.11,?
2011-02-18,5368,Hollywood&#8217;s Worst | J@N | 2.17.11,?
2011-02-22,5513,Streaming Soapbox | J@N | 2.22.11,?
2011-02-23,5531,Earth-Shattering Episode | J@N | 2.23.11,?
2011-02-24,5548,Terribly Sexy Games | J@N | 2.24.11,?
2011-03-01,5647,GDC 2011 &#8211; Day One | J@N | 3.1.11,?
2011-03-02,5663,Show Me The Tablets | J@N | 3.2.11,?
2011-03-04,5771,Celebrity Meltdowns | J@N | 3.3.11,?
2011-03-08,6001,One Hundred | J@N | 3.8.11,?
2011-03-09,6026,Sci-Fi Disappointments | J@N | 3.9.11,?
2011-03-10,6041,You Don’t Know Me! | J@N | 3.10.11,?
2011-03-15,6176,PAX East 2011 RECAP | J@N | 3.15.11,?
2011-03-16,6188,Searching for Life in SOL | J@N | 3.16.11,?
2011-03-17,6228,Drinkin Irish | J@N | 3.17.11,?
2011-03-22,6401,What The&#8230;. #2 | J@N | 3.22.11,?
2011-03-23,6426,Firefox 4 Launch | J@N | 3.23.11,?
2011-03-24,6443,To Boldly Go | J@N | 3.24.11,?
2011-03-29,6652,Cloudy with a Chance of Music | 3.29.11,?
2011-03-30,6688,The Trip to Mars | J@N | 3.30.11,?
2011-03-31,6732,Famous April Fools | J@N | 3.31.11,?
2011-04-05,6816,LizaMoon Attacks!  | J@N | 4.5.11,?
2011-04-06,6862,Survival on Mars | J@N | 4.6.11,?
2011-04-07,6886,Sci-Fi Successes | J@N | 4.7.11,?
2011-04-12,7122,Your Sci-Fi Feedback | J@N | 4.12.11,?
2011-04-13,7141,The Shuttles have Landed | J@N,?
2011-04-14,7158,Winter is Coming | J@N | 4.14.11,?
2011-04-19,7268,Portal 2 WINS! | J@N | 4.19.11,?
2011-04-20,7306,Red Rover | J@N | 4.20.11,?
2011-04-21,7356,What if you could&#8230; | J@N | 4.21.11,?
2011-04-26,7597,SETI Shutdown | J@N | 4.26.11,?
2011-04-27,7612,Private Space Flight  | J@N | 4.27.11,?
2011-05-03,7776,He’s Dead Jim | J@N | 5.3.11,?
2011-05-04,7836,Spin-Off Tech | J@N | 5.4.11,?
2011-05-05,7868,Alrighty Thor | J@N | 5.5.11,?
2011-05-10,8062,Skyprosoft | J@N | 5.10.11,?
2011-05-11,8102,Google I/O 2011 | J@N | 5.11.11,?
2011-05-12,8123,Smallville Farewell | J@N | 5.12.11,?
2011-05-17,8361,Digital Wallets | J@N | 5.17.11,?
2011-05-18,8398,Augmented Reality | J@N | 5.18.11,?
2011-05-19,8431,3D Printing &#038; Calls | J@N | 5.19.11,?
2011-05-24,8706,OMG Announcement! | J@N | 5.24.11,?
2011-05-25,8776,Area 51 and Beyond | J@N | 5.25.11,?
2011-05-26,8801,Goodnight&#8230; For Now | J@N | 5.26.11,?
2011-06-24,9636,Jupiter@Nite  2.0 | J@N | 200,200
2011-06-30,9826,Torchwood &#038; Transformers 3  | J@N | 201,201
2011-07-07,10076,Sherlock Holmes | J@N | 202,202
2011-07-14,10236,BSG Retrospective | J@N | 203,203
2011-07-21,10466,Summer Movie Kick Offs | J@N | 205,205
2011-07-28,10731,Captain America | J@N | 206,206
2011-08-04,10942,Horrible&#8217;s Sing-Along | J@N | 207,207
2011-08-11,11122,Killer Rubber | J@N | 208,208
2011-08-18,11291,Mercury Men Review | J@N | 209,209
2011-09-01,11676,PAX 2011 Wrap-Up | J@N | 210,210
2011-09-08,11933,Needs More Cowbell | J@N | 211,211
